Sample;Species;Com1_Ethanol;Com10_1-Hexanol, 2-ethyl-;Com101_Alpha-Phellandrene;Com102_Camphene;Com104_Hexene;Com106_Decane, 2-methyl-;Com107_Copaene;Com108_Methyl tetradecanoate;Com110_unknown maybe Tridecanoic acid, methyl ester;Com111_9-Octadecenoic acid (Z)-, methyl ester;Com116_maybe Squalene;Com117_C5H10O2 maybe Butanoic acid, methyl ester;Com119_Butyrolactone;Com12_D-Limonene;Com120_C15H24 Caryophyllene;Com121_C15H24 Humulene;Com124_C10H16 Beta-Pinene;Com125_1-Hexadecanol;Com127_unknown;Com128_Tetradecanoic acid;Com129_C10H12 Benzene, (2-methyl-2-propenyl)-;Com13_Undecane;Com132_C9H18O2 Propanoic acid, 2-methyl-, 3-methylbutyl ester;Com134_C8H16O2 Propanoic acid, 2-methyl-, 2-methylpropyl ester;Com135_unknown monoterpene;Com136_Phencyclidine;Com137_Butanoic acid, ethyl ester;Com138_Z-2-Dodecenol;Com139_Decane, 3-methyl-;Com14_Benzoic acid, ethyl ester;Com140_2-Butenedioic acid (Z)-, diethyl ester;Com141_2-Butenedioic acid (E)-, diethyl ester;Com142_Benzoic acid, 2-hydroxy-, ethyl ester;Com143_Butane, 2,2-dimethyl-;Com144_Naphthalene, decahydro-2-methyl-;Com146_Tridecanoic acid, methyl ester;Com148_Cyclohexane, butyl-;Com149_2-n-Propyl-1-heptanol;Com15_Butanoic acid, 3-hexenyl ester;Com150_Cyclohexanol, 2-butyl-,;COm151_Naphthalene, decahydro-, cis-;Com157_unknown;Com159_C7H8O3 (2-Furancarboxylic acid, ethyl ester);Com162_1-Butanol;Com163_Methyl acetoacetate or Propanoic acid, 2-oxo-, ethyl ester;Com164_unknown Oxalic acid, cyclobutyl octadecyl ester;Com166_unknown;Com168_2-Propanone, 1-hydroxy-;Com169_unknown Propanoic acid, 2-methyl-, 1-(1,1-dimethylethyl)-2-methyl-1,3-propanediyl ester;Com17_Dodecane;Com170_5-Hepten-2-one, 6-methyl-;Com171_Pentadecanoic acid;Com172_unknown;Com173_Acetophenone, 4'-(trimethylsiloxy)-;Com175_Hexanoic acid, ethyl ester;Com176_Butanoic acid, 2-hexenyl ester, (E)-;Com178_Hexanoic acid, 3-hexenyl ester, (Z)-;Com179_(E)-Beta-Famesene;Com18_Tridecane;Com180_unknown;Com182_Pentadecanal;Com183_unknown;Com184_Pentanoic acid, 3-methyl-, methyl ester;Com186_Octanoic acid;Com187_1-Octanol, 3,7-dimethyl-, (S)-;Com188_gamma-Elemene;Com189_unknown;Com190_unknown;Com191_unknown;Com192_Pentane, 2,2,3-trimethyl- or Decane, 2,2-dimethyl- or Butane, 2,2,3-trimethyl- or Undecane, 2,2-dimethyl-;Com193_Azetidine or Pentane, 2,2,3-trimethyl-;Com194_2,5-Cyclohexadiene-1,4-dione, 2,6-bis(1,1-dimethylethyl)-;Com195_Propanoic acid;Com196_C10H22 or C9H20;Com197_unknown;Com198_unknown;Com2_Acetic acid;Com20_unknown 1,2-Benzenedicarboxylic acid, ethyl methyl ester or Isopropyl methyl phthalate;Com200_Isoamyl cyanide;Com201_unknown Monoterpene;Com202_3-Hexadecene, (Z)- or 3-Octadecene, (E)-;Com204_C4H5N;Com205_unknown;Com206_unknown;Com207_Bicyclo[7.2.0]undec-4-ene, 4,11,11-trimethyl-8-methylene-;Com208_1,3,6-Octatriene, 3,7-dimethyl-, (Z)-;Com21_Methanol;Com210_Cyclohexane, 1-ethenyl-1-methyl-2,4-bis(1-methylethenyl)-, [1S-(1alpha,2beta,4beta)]-;Com211_unknown;Com219_5-Hepten-2-one, 6-methyl-;Com221_unknown;Com222_unknown;Com224_1-Octen-3-ol;Com226_unknown;Com227_unknown;Com228_unknown;Com229_1-Butanol, 2-methyl-;Com230_1-Butanol, 2-methyl-, acetate;Com231_unknown;Com232_Styrene;Com233_Anisole;Com234_1-Propanol, 3-(methylthio)-;Com235_unknown;Com238_Butanoic acid, 2-methyl-, ethyl ester;Com239_trans-Linalool oxide (furanoid);Com240_unknown;Com241_unknown;Com242_unknown;Com243_unknown;Com244_Phenol;Com245_Heptane, 2,2,4,6,6-pentamethyl-;Com246_unknown;Com247_unknown;Com248_unknown;Com25_3-Hexen-1-ol, formate, (Z)-;Com255_unknown;Com256_Succinimide;Com257_Dodecanamide;Com258_C15H24;Com26_C10H16;Com260_unknown;Com27_Decane;Com270_1-Nitro-2-propanone;Com271_Acetaldehyde;Com28_Toluic acid, 4-cyanophenyl ester;Com29_Hexanedioic acid, bis(2-ethylhexyl) ester;Com3_Ethyl Acetate;Com32_Acetic acid, methyl ester;Com34_3-Hexen-1-ol;Com36_Benzene, 1-methyl-3-(1-methylethyl)-;Com39_unknown C14H20O2;Com4_unknownC6H6 possibly Benzene;Com41_Benzoic acid, hydrazide or Benzoic acid, methyl ester;Com43_unknown C8H18O;Com44_Beta-Myrcene;Com45_unknown C9H12;Com46_unknown C10H16;Com47_unknown C11H24;Com48_Nonanal;Com49_unknown alcene;Com5_Toluene;Com50_unknown 2-(4-Pyridyl)-4-methylthiazole-5-carboxylic Acid or Maleic acid;Com51_Hexadecanoic acid, ethyl ester;Com52_unknown C12H22O2;Com52_unknown C14H22O2;Com54_maybe Bicyclo[3.1.0]hex-2-ene, 2-methyl-5-(1-methylethyl)-;Com55_Acetic acid, hexyl ester;Com56_Butanoic acid, hexyl ester;Com57_unknown maybe Methenamine;Com58_Diethyltoluamide;Com59_Butanoic acid, 2-amino-, (S)-;Com6_unknown C20H31NO/C4H2O3;Com60_unknown C17H34O2 maybe Hexadecanoic acid, methyl ester;Com61_unknown 9-Octadecenamide or 13-Docosenamide;Com66_Acetic acid, butyl ester;Com7_Benzene, 1,3-dimethyl-;Com72_Ethylbenzene;Com74_unknown maybe Caprolactam;Com8_unknown Pentanoic acid, 3-methyl-, methyl or Hexanoic acid, methyl ester;Com80_Methanol;Com81_Cyclopropyl carbinol;Com82_1-Hexanol;Com83_unknown C6H10;Com85_Acetonitrile;Com88_2-Propanone, 1-hydroxy-;Com9_ unknown 3-Hexen-1-ol, acetate, (Z)- or 4-Hexen-1-ol, acetate;Com93_Eucalyptol;Com95_Decanal;Com98_Methyl stearate;Com99_2H-Pyran-2-one, 6-heptyltetrahydro- or 2H-Pyran-2-one, tetrahydro-6-octyl-
franka_fm253_17;Guave;14.41;0.62;0.14;0;0.17;0.12;0.24;0;0;0;0;0.17;0.05;0.74;1.44;0;0;0;0;0;0;0.76;0;0;0;0;0;0;0;0;0;0;0;0.04;0.09;0;0.07;0.1;0.43;0.19;0;0;0;0;0;0;0;0;0;0.32;0;0;0;0;0;0;0;0;0.08;0;0.17;0.16;0;0.21;0.11;0.29;0.13;0.18;0.1;0.26;0.11;0;0;0;0;0;1.06;0;0;0;0;0;0;0;0;0;0.66;0;0.08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0.12;0;0.58;0;0;0.1;0.19;0.47;0.19;0.41;0.1;6.63;1.79;0;0;0.35;0.08;0.21;0.19;0.36;0.35;0.8;0;0;0;0;0;0;0;0.4;0;0;0;0;0;0;0.8;0;0;0;3.56;0;0;0;0;0;0.61;0;0;0;0
franka_fm254_18;Guave;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0.22;0.12;0;0;0;0;0;0;0.08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.89;0;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.09;0.35;0;0;1.5;0;0.14;0;0;0;0.52;0;0;0;0
franka_fm255_19;Guave;2.47;0;0;0;0;0;0;0;0;0;0;0;0;0.19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;8.12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.25;0;0.07;0;0;0.02;0;0;0;1.44;0;0;0;0;0;0;0;0;0;0;0;0.01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.77;0.15;0;0;0.34;0;0.08;0;0;0;1.34;0;0;0;0
franka_fm256_20;Guave;0.79;0;0;0;0;0;0;0;0;0;0;0;0;0.16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0.37;0.03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.21;0.32;0;0;0;0;0;0;0;0;0.07;0;0;0;0
franka_fm34_9;Guave;6.87;0;0.92;0;0;0;0;0;0;0;0;0;0;2.97;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.21;0;0;0;0;0;0;0;0;0.9;0.29;0;0;0;0;0;0;1.66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.37;1.09;0;0;0
franka_fm35_11;Guave;2.25;0;1.46;0;0;0;0;0;0;0;0;0;0;7.84;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.92;0;0;0;0;0;0;0;0;0;0.71;0;0;0;0;0;0;3.54;0;0;0;0.03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.22;1.56;0;0;0
franka_fm36_12;Guave;1.31;0;1.25;0;0;0;0;0;0;0;0;0;0;6.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.95;0;0;0;0;0;0;0.86;0;0.47;0.57;0;0;0;0;0;0;2.69;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4;1.28;0;0;0
franka_fm37_13;Guave;7.66;0;0.99;0;0;0;0;0;0;0;0;0;0;5.56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.54;0;0;0;0;0;0.05;0.27;0;0.72;0.47;0;0;0;0;0;0;2.07;0;0;0;0;0;0;0;0;0;0;0;0;0.01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6;0.64;0;0;0
franka_fm38_14;Guave;4.67;0;0.4;0;0;0;0;0;0;0;0;0;0;2.32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.13;0;0;0;0;0;0;0.96;0;0.51;0.31;0;0;0;0;0;0;0.71;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.52;0.81;0;0;0
franka_fm39_15;Guave;3.83;0;0.39;0;0;0;0;0;0;0;0;0;0;2.35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.25;0;0;0;0;0;0;0;0;0;0.22;0;0;0;0;0;0;0.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.33;0.41;0;0;0
franka_fm40_16;Guave;63.6;0.17;1.49;0;0;0;0;0;0;0;0;0;0;8.59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.03;0;0;0;0;0;0;91.56;0.67;1.56;0.83;2.32;2.07;0;0;0.35;0;3.95;0;0;1.39;1.22;0;0;0;0;0;2.5;0.48;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.23;1.64;0;0;0
franka_fm41_17;Guave;7.04;0;0.31;0;0;0;0;0;0;0;0;0;0;1.98;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6;0;0;0;0;0;0;0.42;0;0.57;0.15;0;0;0;0;0;0;1.24;0;0;0;0;0;0;0;0;0;0.58;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.78;0.71;0;0;0
franka_fm42_18;Guave;31.1;0.1;0.85;0;0;0;0.5;0;0;0;0;0;0;5.22;1.01;0;0.18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.61;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.63;0;0;0;0;0;0;57.24;0.66;0.57;0.59;0.87;3.33;0;0;0.2;0;4.71;0;0;0.5;1.73;0;0;0;0;0;1.1;0.39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.55;1.05;0;0;0
franka_fm43_19;Guave;27.97;0.12;1.63;0;0;0;0;0;0;0;0;0;0;8.38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.77;0;0;0;0;0;0;3.32;0;0.34;0.82;0.45;0;0;0;0.35;0;4.1;0;0;0;0;0;0;0;0;0;0;0;0;0.06;0;0;0;0;0;0.08;0;0;0;0;0;0;0;0;0;0.96;1.07;0;0;0
franka_fm44_21;Guave;53.53;0;1.32;0;0;0;0;0;0;0;0;0;0;6.56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.49;0;0;0;0;0;0;0.85;0;0;0.59;0;0;0;0;0.23;0;3.18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.95;0;0;0
franka_fm45_22;Guave;11.83;0;0.35;0;0;0;0;0;0;0;0;0;0;1.98;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.53;0;0;0;0;0;0;0.26;0;0.34;0.09;0;0;0;0;0;0;1.16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.54;0.5;0;0;0
franka01_1;Guave;0;0.28;0;0;0;0;0;0;0;0;0;0;0;0.67;0.17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.19;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0.38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.82;0;0.25;0;0;0;0.18;0;0.04;0;0.62;0;0.69;0;0;0;0;0;0.18;0;0;0;0;0;0;0;0;0.57;0;0;0;0;0;0;0;0;0;0.66;0;0;0;0
franka_46_2;Kalafam Bakaka;24.43;0.24;1.08;0;0;0;0;0;0;1.09;0;0;0;5.57;0.21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.99;1.39;0;0;0;0;0;0;0;0;0;0.27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.62;0;0;0;0.57;0;0;0;0.65;0;0;0;0;0;0;62.56;0.35;0;0.58;1.61;1.8;0;0;0.25;0;3.23;0;0.32;1.26;1.09;0;0;0.76;0;0;0;0;0.43;0.17;0;0;1.19;0.58;0;0.07;0;0.34;0;1.75;0.17;0;0;0;0;0;0.58;0.46;0.39;0.39
franka_fm137_30;Kalafam Bakaka;154.02;0;0;0;0;0;0;0;0;0;0;0;0;0.29;0;0;0;0;0;0;0;0.68;0.06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.74;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.43;0;0.48;0;0;0;0;44.7;0;0;0;1.54;0.92;0.21;0;0;0;0;0;0;0;2.22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.94;0;0;0;0;0;0;0;0;0;0;0;0;0;0
franka_fm138_32;Kalafam Bakaka;91.86;0;0.12;0;0;0;0;0;0;0;0;0;0;0.25;0;0;0;0;0;0;0;0.48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.98;0;0;0;0;0;0;0;0;0;0.09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.59;0;0;0;0;0;0;22.66;0;0;0;2.65;1.63;0;0;0;0;0;0;0;0;2.83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.44;0;0;0;0;0;0;0;0;0;0;0;0;0;0
franka_fm139_33;Kalafam Bakaka;149.39;0;0;0;0;0;0;0;0;0;0;0;0;0.43;0;0;0;0;0;0;0;0.77;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.64;0;0;0;0;0;0;0;0;0;1.31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6;0;0.49;0;0;0;0;49.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.65;0.06;0;0;0;0;0;0;0;0;0;0;0;0;0
franka_fm140_34;Kalafam Bakaka;149.42;0;0;0;0;0;0;0;0;0;0;0.12;0;0.98;0;0;0;0;0;0;0;1.52;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.58;0;0;0;0;0;0;0;0;0;0;0;0;0.15;0;0;0;0;0;0;0;0;0;0;0;0;0;3.37;0.63;0;0;0;0;0;0;0;0;173.38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46.25;0;0;0;1;3;0.36;0;0;0;0;0;0;0;7.64;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.27;0;0;0.18;0;0;0;0;0;0;0;0;0;0;0
franka_fm141_35;Kalafam Bakaka;137.97;0;0;0;0;0;0;0;0;0;0;0;0;0.63;0;0;0;0;0;0;0;0.53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.27;0;0.52;0;0;0;0;32.95;0;0;0;0.44;0;0;0;0;0;0;0;0;0;1.15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.46;0;0;0;0;0;0;0;0;0;0;0;0;0;0
franka_fm142_36;Kalafam Bakaka;135.45;0;0;0;0;0;0;0;0;0;0;0;0;0.82;0;0;0;0;0;0;0;1.02;0.39;0;0;0;0;0;0;0.57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.36;0;0;0;0;0;0;0;0;0;11.87;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.82;0;0;0;0;47.9;0;0;0.13;0;1.58;0;0;0;0;0;0;0;0;8.67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.35;0.42;0;0;0;0;0;0;0;0;0;0;0;0;0
franka_fm143_37;Kalafam Bakaka;139.01;0.51;0;0;0;0;0;0;0;0;0;0;0;1.29;0;0;0;0;0;0;0;0;0.49;0.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.68;0;0;0;0;0;0;0;0;0.39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.83;0;0;0;0;0;0;0;0;0;6.86;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.11;0;0;0;0;0;0;21.24;0;0;0.23;4.94;0.9;0;0;0.25;0.21;0;0;0;0;6.56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.88;0.7;0;0;0;0;0;0;0;0;0;0;0;0;0
franka_fm144_38;Kalafam Bakaka;88.99;0;0;0;0;0;0;0;0;0;0;0;0;0.74;0;0;0;0;0;0;0;0.85;0.31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.82;0;0;0;0;0;0;0;0;0;0.15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.15;0;0.72;0;0;0;0;27.9;0;0;0;0.8;1.24;0.2;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.81;0.34;0;0;0;0;0;0;0;0;0;0;0;0;0
franka_fm145_39;Kalafam Bakaka;151.95;0.33;0;0;0;0;0;0;0;0;0;0;0;0.91;0;0;0;0;0;0;0;0.9;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.15;0;0;0;0.53;0;0;0;0;0;0;0;0;0.14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.42;0;0;0;0;0;0;0;0;0;0.49;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.14;0;0.87;0;0;0;0;39.19;0;0;0;1.22;0;0;0;0;0;0;0;0;0;1.98;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.05;0.51;0;0;0;0;0;0;0;0;0;0;0;0;0
